FrcRobotBase.FirstSteamWorks_Info: Sun Apr 02 14:33:34 PDT 2017: ***** Starting autonomous *****
FrcRobotBase.CmdVisionGearDeploy_Info: dist=7.0, deployTime=0.3, backupDist=36.0
FrcRobotBase.CmdSideGearLift_Info: delay=0.000, alliance=RED_ALLIANCE, rightSide=false, forwardDist=85.0, liftAngle=60.0, backupDist=8.0, lsAngle=30.0, lsDist=320.0, diagDist=360.0
FrcRobotBase.Vision_Info: Front pixy is enabled!
FrcRobotBase.Robot_Info: [0.186]   DO_DELAY: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=13.0(13.1)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.211s)

FrcRobotBase.Robot_Info: [0.211] MOVE_FORWARD_ON_SIDE: xPos= -0.01,yPos=  0.00,heading=   0.1/   0.0,volts=13.0(13.0)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=13.0 (13.0)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.139/ 0.000/ 0.000/ 0.000, Output=-0.139(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/ 0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.186/ 0.000/ 0.003/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.139/ 0.000/ 0.000/ 0.000, Output=-0.139(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/ 0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.186/ 0.000/ 0.003/ 0.000, Output=-0.182(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.138/ 0.000/ 0.002/ 0.000, Output=-0.136(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/ 0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.185/ 0.000/ 0.003/ 0.000, Output=-0.182(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.137/ 0.000/ 0.004/ 0.000, Output=-0.133(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/-0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.185/ 0.000/ 0.002/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/ 0.005/ 0.000, Output=-0.131(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/ 0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.185/ 0.000/ 0.003/ 0.000, Output=-0.182(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.135/ 0.000/ 0.002/ 0.000, Output=-0.133(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/-0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.185/ 0.000/ 0.002/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.135/ 0.000/ 0.000/ 0.000, Output=-0.135(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/ 0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.002/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.135/ 0.000/ 0.000/ 0.000, Output=-0.135(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/ 0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/-0.002/ 0.000, Output=-0.138(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/ 0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/ 0.000/ 0.000, Output=-0.136(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/ 0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/ 0.000/ 0.000, Output=-0.136(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.258/ 0.000/ 0.000/-0.000, Output= 0.258(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.7, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/ 0.000/ 0.000, Output=-0.136(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/-0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.002/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/-0.001/ 0.000, Output=-0.138(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/ 0.002/ 0.000, Output=-0.134(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.002/ 0.000, Output=-0.182(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/ 0.000/ 0.000, Output=-0.136(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/-0.002/ 0.000, Output=-0.139(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/ 0.000/ 0.000, Output=-0.136(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.136/ 0.000/ 0.000/ 0.000, Output=-0.136(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.137/ 0.000/-0.002/ 0.000, Output=-0.139(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/-0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.001/ 0.000, Output=-0.182(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.137/ 0.000/ 0.000/ 0.000, Output=-0.137(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.137/ 0.000/ 0.000/ 0.000, Output=-0.137(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.053s)

FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.3, PIDTerms=-0.184/ 0.000/ 0.000/ 0.000, Output=-0.184(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.138/ 0.000/-0.001/ 0.000, Output=-0.139(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.002/ 0.000, Output=-0.182(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.137/ 0.000/ 0.001/ 0.000, Output=-0.136(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.000/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.137/ 0.000/ 0.000/ 0.000, Output=-0.137(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.000/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.137/ 0.000/ 0.000/ 0.000, Output=-0.137(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.256/ 0.000/-0.000/-0.000, Output= 0.256(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.002/ 0.000, Output=-0.182(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.138/ 0.000/-0.002/ 0.000, Output=-0.140(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.256/ 0.000/ 0.000/-0.000, Output= 0.256(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.000/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.138/ 0.000/ 0.000/ 0.000, Output=-0.138(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.256/ 0.000/ 0.000/-0.000, Output= 0.256(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.000/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.138/ 0.000/ 0.000/ 0.000, Output=-0.138(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.256/ 0.000/ 0.000/-0.000, Output= 0.256(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.000/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.138/ 0.000/ 0.000/ 0.000, Output=-0.138(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.256/ 0.000/ 0.000/-0.000, Output= 0.256(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.000/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.138/ 0.000/ 0.000/ 0.000, Output=-0.138(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.256/ 0.000/ 0.000/-0.000, Output= 0.256(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.000/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.138/ 0.000/-0.001/ 0.000, Output=-0.140(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.256/ 0.000/ 0.000/-0.000, Output= 0.256(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.000/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.138/ 0.000/ 0.000/ 0.000, Output=-0.138(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.255/ 0.000/-0.000/-0.000, Output= 0.255(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.001/ 0.000, Output=-0.182(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.2, Error=  -2.2, PIDTerms=-0.140/ 0.000/-0.002/ 0.000, Output=-0.142(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.183/ 0.000/ 0.004/ 0.000, Output=-0.179(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.2, Error=  -2.2, PIDTerms=-0.142/ 0.000/-0.004/ 0.000, Output=-0.145(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.255/ 0.000/-0.000/-0.000, Output= 0.255(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.182/ 0.000/ 0.009/ 0.000, Output=-0.173(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.2, Error=  -2.2, PIDTerms=-0.142/ 0.000/-0.002/ 0.000, Output=-0.144(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.181/ 0.000/ 0.007/ 0.000, Output=-0.174(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.2, Error=  -2.2, PIDTerms=-0.142/ 0.000/ 0.000/ 0.000, Output=-0.142(-0.500/0.500), Volt=11.8 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.257/ 0.000/ 0.000/-0.000, Output= 0.257(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.5, Error=  -5.2, PIDTerms=-0.180/ 0.000/ 0.007/ 0.000, Output=-0.174(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.2, Error=  -2.2, PIDTerms=-0.142/ 0.000/ 0.000/ 0.000, Output=-0.142(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.7, PIDTerms= 0.256/ 0.000/-0.000/-0.000, Output= 0.256(-0.500/0.500), Volt=11.9 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.5, Error=  -5.1, PIDTerms=-0.180/ 0.000/ 0.009/ 0.000, Output=-0.171(-0.500/0.500), Volt=11.7 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.2, Error=  -2.2, PIDTerms=-0.143/ 0.000/-0.002/ 0.000, Output=-0.145(-0.500/0.500), Volt=11.7 (10.4)
